,0
rms_mean,0.0016783752278636374
rms_var,0.0009429764754714675
spectral_centroid_mean,-0.0009656351631606803
spectral_centroid_var,0.0009611657920635387
spectral_bandwidth_mean,0.0034584075689273494
spectral_bandwidth_var,0.0007781669848595118
zero_crossing_rate_mean,-0.0006261016496244986
zero_crossing_rate_var,8.142727772557271e-05
rolloff_mean,-0.002274670669065692
rolloff_var,-0.0021268157070528206
