,PCA_1,PCA_2,total_water_loss
170,-3.3803133908578005,0.6767020326801692,0.0357
171,-3.3803133908578005,0.6767020326801692,0.0353
172,-2.922447289780808,0.8234712058560506,0.0231
173,-2.922447289780808,0.8234712058560506,0.0326
174,-2.646070573014048,-0.5307063286823378,0.0314
175,-2.646070573014048,-0.5307063286823378,0.0329
176,-3.35115159565056,-0.3752561688984756,0.0259
177,-3.35115159565056,-0.3752561688984756,0.0387
178,-2.226198324840358,-0.559195881327774,0.038
179,-2.226198324840358,-0.559195881327774,0.0253
180,-3.2656560542645487,-0.36510011330550296,0.0315
181,-3.2656560542645487,-0.36510011330550296,0.0281
182,-3.3110752721939205,-0.47786697069359685,0.0131
183,-3.3110752721939205,-0.47786697069359685,0.0319
184,-2.916212914210534,-0.7486441132665942,0.0296
185,-2.916212914210534,-0.7486441132665942,0.0267
186,-2.9340747340326794,0.9758409715058876,0.0333
187,-2.9340747340326794,0.9758409715058876,0.0415
188,-3.559041992896169,0.05163055115549421,0.0318
189,-3.559041992896169,0.05163055115549421,0.0275
190,-3.2345017139965666,-0.5127890337628583,0.0304
191,-3.2345017139965666,-0.5127890337628583,0.0345
192,-1.7824697574774053,-1.3365540410561743,0.0263
193,-1.7824697574774053,-1.3365540410561743,0.0301
194,-3.8538515377578246,-0.6035935489639324,0.0245
195,-3.8538515377578246,-0.6035935489639324,0.0302
196,-0.8399132256209192,1.7642858476690142,0.0376
197,-0.8399132256209192,1.7642858476690142,0.0279
198,-0.23499586088891616,-0.45165808499337207,0.0344
199,-0.23499586088891616,-0.45165808499337207,0.0317
200,-3.780573517712294,-0.24605698342327512,0.0312
201,-3.780573517712294,-0.24605698342327512,0.0217
202,1.2973824114066983,-1.282868399220057,0.0376
203,1.2973824114066983,-1.282868399220057,0.0469
204,0.7414166824079776,-2.57740866469654,0.0418
205,0.7414166824079776,-2.57740866469654,0.0396
206,0.49653769158826666,-0.23069270113369808,0.0301
207,0.49653769158826666,-0.23069270113369808,0.0308
208,0.5650670787139236,0.5948769510028786,0.0337
209,0.5650670787139236,0.5948769510028786,0.0353
210,0.9887512839651084,-2.0386015892151748,0.037
211,0.9887512839651084,-2.0386015892151748,0.0327
212,1.1677531014093196,-1.9479402486628978,0.0277
213,1.1677531014093196,-1.9479402486628978,0.0444
214,1.5192587402254518,-1.1637013904986424,0.0337
215,1.5192587402254518,-1.1637013904986424,0.0426
216,1.377656894147056,-1.5896885680173538,0.0407
217,1.377656894147056,-1.5896885680173538,0.0321
218,0.6952884880006099,-1.1335917494455399,0.0357
219,0.6952884880006099,-1.1335917494455399,0.0451
220,1.673525442023618,-2.6932041607628836,0.0433
221,1.673525442023618,-2.6932041607628836,0.0472
222,-0.8737220117854511,0.5619009178168551,0.0276
223,-0.8737220117854511,0.5619009178168551,0.0194
224,3.0632821156853107,1.3646473565778203,0.0222
225,3.0632821156853107,1.3646473565778203,0.0368
226,-0.8073855550595952,1.777305505196752,0.0288
227,-0.8073855550595952,1.777305505196752,0.0353
228,1.251794607364684,-0.3043495916768647,0.0337
229,1.251794607364684,-0.3043495916768647,0.0271
230,2.5298967342017904,-0.2808374859897081,0.0385
231,2.5298967342017904,-0.2808374859897081,0.0331
232,-0.8510373171115208,-0.32148658993461604,0.0308
233,-0.8510373171115208,-0.32148658993461604,0.0411
234,-2.5187314330594752,0.34872326027384887,0.0287
235,-2.5187314330594752,0.34872326027384887,0.0278
236,-1.905294504738651,0.9148025658065299,0.0363
237,-1.905294504738651,0.9148025658065299,0.0297
238,-3.0230964228054877,0.35544857932125146,0.036
239,-3.0230964228054877,0.35544857932125146,0.0257
240,1.4263881616502052,1.058235530903532,0.0396
241,1.4263881616502052,1.058235530903532,0.0331
242,-3.409922580211372,0.10357980470160184,0.0353
243,-3.409922580211372,0.10357980470160184,0.0457
244,-1.8852759775126644,-0.13679143874048913,0.0309
245,-1.8852759775126644,-0.13679143874048913,0.0405
246,-1.0007499236707325,2.723020643787852,0.0301
247,-1.0007499236707325,2.723020643787852,0.0265
248,-0.9171156576358339,0.9230961121997915,0.0317
249,-0.9171156576358339,0.9230961121997915,0.0262
250,-1.6016397612686792,0.8754412450242448,0.0432
251,-1.6016397612686792,0.8754412450242448,0.0314
252,-2.394771714326815,0.7847945901030754,0.0452
253,-2.394771714326815,0.7847945901030754,0.0234
254,-1.1151474617933177,-0.31645422131225076,0.0322
255,-1.1151474617933177,-0.31645422131225076,0.0284
256,-2.5208796759147614,-0.2946077693700679,0.0365
257,-2.5208796759147614,-0.2946077693700679,0.0404
258,-2.7186748088980406,0.6417461546212506,0.0325
259,-2.7186748088980406,0.6417461546212506,0.0392
260,-1.7531549034118343,2.591058118284254,0.0432
261,-1.7531549034118343,2.591058118284254,0.0388
262,-0.3185019180114499,0.5940475232218394,0.0384
263,-0.3185019180114499,0.5940475232218394,0.034
264,-0.7892821636495561,1.127403690027601,0.0267
265,-0.7892821636495561,1.127403690027601,0.0326
266,0.42118437345171045,-0.4278124039795179,0.0327
267,0.42118437345171045,-0.4278124039795179,0.0274
268,1.5835308476751706,1.3060582249299126,0.0371
269,1.5835308476751706,1.3060582249299126,0.0242
270,0.3154553489884506,0.22586008323188167,0.0359
271,0.3154553489884506,0.22586008323188167,0.0329
272,-0.9814261610920783,0.6785554752603506,0.0271
273,-0.9814261610920783,0.6785554752603506,0.0303
274,0.14515999525350565,1.4586679161439449,0.0331
275,0.14515999525350565,1.4586679161439449,0.03
276,1.1423931744826366,-0.7375091462770129,0.0325
277,1.1423931744826366,-0.7375091462770129,0.0346
278,2.849801216614502,-2.324141375440653,0.0302
279,2.849801216614502,-2.324141375440653,0.0275
280,-0.05372607825557463,-0.7273654711959523,0.0387
281,-0.05372607825557463,-0.7273654711959523,0.0366
282,1.7587702432751193,1.290220710201491,0.0336
283,1.7587702432751193,1.290220710201491,0.0272
284,-0.017709476193335204,-0.6488476875714505,0.0254
285,-0.017709476193335204,-0.6488476875714505,0.0305
286,0.3409305932605224,-0.7511000272631506,0.0373
287,0.3409305932605224,-0.7511000272631506,0.0267
288,-0.511571998133215,1.993778038449119,0.0292
289,-0.511571998133215,1.993778038449119,0.0415
290,1.2728434800873683,-0.8635633872944272,0.0299
291,1.2728434800873683,-0.8635633872944272,0.0319
292,-1.041456781745575,-0.8783018135154256,0.0329
293,-1.041456781745575,-0.8783018135154256,0.0306
294,-1.7609008831075246,-0.6277539840561048,0.0328
295,-1.7609008831075246,-0.6277539840561048,0.0349
296,-0.508403885844817,0.6651735021455714,0.0231
297,-0.508403885844817,0.6651735021455714,0.0299
298,-1.7604426685853245,0.12856545254669297,0.0291
299,-1.7604426685853245,0.12856545254669297,0.0186
300,-0.9947115248060003,0.44061699778938196,0.0263
301,-0.9947115248060003,0.44061699778938196,0.0252
302,2.004378386267174,1.5036258924663035,0.0285
303,2.004378386267174,1.5036258924663035,0.0243
304,2.6214737760778566,-1.5338155773274837,0.0429
305,2.6214737760778566,-1.5338155773274837,0.0343
306,2.9299108132345384,-2.574914205661683,0.0385
307,2.9299108132345384,-2.574914205661683,0.0259
308,2.420005460346729,-0.8803473410856033,0.0285
309,2.420005460346729,-0.8803473410856033,0.0383
310,2.863733373449254,-1.3977412727563703,0.0313
311,2.863733373449254,-1.3977412727563703,0.0275
312,1.4336390917959476,-1.2669872380143192,0.0375
313,1.4336390917959476,-1.2669872380143192,0.0291
314,0.6704813610641707,-2.203801915925752,0.0365
315,0.6704813610641707,-2.203801915925752,0.0348
316,1.8863997492663729,-0.9876395831097471,0.0286
317,1.8863997492663729,-0.9876395831097471,0.0331
318,1.3669659507315242,-1.5118266054308513,0.0283
319,1.3669659507315242,-1.5118266054308513,0.0223
320,1.894447556943471,-0.9648198988757215,0.0235
321,1.894447556943471,-0.9648198988757215,0.0246
322,1.5703418920525163,-1.8384786404223028,0.0373
323,1.5703418920525163,-1.8384786404223028,0.0302
324,2.4866915585841265,-1.3754486956213716,0.0308
325,2.4866915585841265,-1.3754486956213716,0.0305
326,1.5376131619753965,-0.7510722006656314,0.0382
327,1.5376131619753965,-0.7510722006656314,0.0293
328,2.7492751224423,-1.9815564207240413,0.0349
329,2.7492751224423,-1.9815564207240413,0.034
330,1.390035554865525,-2.3929236269384973,0.0475
331,1.390035554865525,-2.3929236269384973,0.0344
332,1.9251107346338894,2.0477109591388385,0.0405
333,1.9251107346338894,2.0477109591388385,0.0251
334,1.1525266567011505,-0.09005004227540446,0.028
335,1.1525266567011505,-0.09005004227540446,0.0205
336,2.097610608767387,1.5355113291654707,0.0274
337,2.097610608767387,1.5355113291654707,0.0347
338,1.7981575965992622,-1.5432236737843232,0.0238
339,1.7981575965992622,-1.5432236737843232,0.0281
340,1.6000968556424502,3.896885420321735,0.0337
341,1.6000968556424502,3.896885420321735,0.0284
342,-0.2194261208715109,0.3103220373999732,0.0382
343,-0.2194261208715109,0.3103220373999732,0.0328
344,2.507229191730372,-0.3189938221576717,0.0384
345,2.507229191730372,-0.3189938221576717,0.0292
346,4.05195518681191,-1.642907152807421,0.0388
347,4.05195518681191,-1.642907152807421,0.0344
348,2.7998345752106237,-1.2989338940692847,0.0279
349,2.7998345752106237,-1.2989338940692847,0.0345
350,0.899460303474437,0.7905957243252859,0.0273
351,0.899460303474437,0.7905957243252859,0.0257
352,2.4586583539388576,-0.7164712859597548,0.031
353,2.4586583539388576,-0.7164712859597548,0.033
354,3.46907179017087,2.0835442934966517,0.0278
355,3.46907179017087,2.0835442934966517,0.0227
356,5.0969343808004215,-1.8501983913090958,0.0356
357,5.0969343808004215,-1.8501983913090958,0.0293
358,1.8974733836651259,-1.3374160416027823,0.029
359,1.8974733836651259,-1.3374160416027823,0.0269
360,2.9230742848876083,-1.4230536048940772,0.0395
361,2.9230742848876083,-1.4230536048940772,0.0375
362,1.8291526126027826,-1.9804511217514178,0.0248
363,1.8291526126027826,-1.9804511217514178,0.0193
364,0.9203916671747313,0.4514902452134828,0.0305
365,0.9203916671747313,0.4514902452134828,0.0358
366,0.38208155197325905,-0.4757635237398304,0.0263
367,0.38208155197325905,-0.4757635237398304,0.0276
368,2.3673156995562525,-3.099919161836329,0.0269
369,2.3673156995562525,-3.099919161836329,0.0378
370,4.075390185867012,-1.49293233251779,0.0257
371,4.075390185867012,-1.49293233251779,0.0284
372,1.9834876391902478,-2.487278653719783,0.0345
373,1.9834876391902478,-2.487278653719783,0.0307
374,3.201624432770237,-2.737431912387319,0.0298
375,3.201624432770237,-2.737431912387319,0.0313
376,2.5536426276726742,-1.6831637902740324,0.0268
377,2.5536426276726742,-1.6831637902740324,0.0284
378,0.006802594100233338,0.2915111567757925,0.0234
379,0.006802594100233338,0.2915111567757925,0.0248
380,0.9881762080267754,-0.6587415452354369,0.0304
381,0.9881762080267754,-0.6587415452354369,0.03
382,0.47176911206221384,2.767403031155689,0.034
383,0.47176911206221384,2.767403031155689,0.0397
384,0.11919153719861719,-0.6255555687241875,0.021
385,0.11919153719861719,-0.6255555687241875,0.0269
386,4.008415675326543,3.544515084815691,0.0325
387,4.008415675326543,3.544515084815691,0.038
388,0.693347298812525,0.8312149164011604,0.0268
389,0.693347298812525,0.8312149164011604,0.0276
390,1.4813120531099873,1.9739932061553915,0.0287
391,1.4813120531099873,1.9739932061553915,0.0262
392,-0.08691507301009475,-0.5122333760515925,0.0247
393,-0.08691507301009475,-0.5122333760515925,0.0256
394,-1.761559084854294,0.21213231136149432,0.0254
395,-1.761559084854294,0.21213231136149432,0.0219
396,0.27658401464778504,-1.3737820067721302,0.0237
397,0.27658401464778504,-1.3737820067721302,0.0267
398,1.6106133084403693,-0.17192945408020704,0.0508
399,1.6106133084403693,-0.17192945408020704,0.0452
400,-0.2385584170488056,-1.5417428815277767,0.0257
401,-0.2385584170488056,-1.5417428815277767,0.0266
402,0.7442482858939322,-1.1268879036706232,0.0261
403,0.7442482858939322,-1.1268879036706232,0.021
404,2.62400468228058,0.3676480598430269,0.0423
405,2.62400468228058,0.3676480598430269,0.0357
406,-0.9601088116937472,2.125807150643639,0.023
407,-0.9601088116937472,2.125807150643639,0.0271
408,1.9657482970004687,0.6032425944335599,0.0439
409,1.9657482970004687,0.6032425944335599,0.0419
410,3.5694474404272976,3.4353300194458622,0.0321
411,3.5694474404272976,3.4353300194458622,0.0371
412,1.1645605958741678,-1.8715987214634517,0.0293
413,1.1645605958741678,-1.8715987214634517,0.0407
414,4.477748073296986,0.7879480848702721,0.044
415,4.477748073296986,0.7879480848702721,0.0347
416,1.2016411291401008,1.1733343729371701,0.0352
417,1.2016411291401008,1.1733343729371701,0.0372
418,3.2062974736717287,-0.6798220631970133,0.0255
419,3.2062974736717287,-0.6798220631970133,0.0381
420,2.6980761925437253,2.150796032881267,0.0377
421,2.6980761925437253,2.150796032881267,0.039
422,0.009558685972101334,-1.3116230818215164,0.031
423,0.009558685972101334,-1.3116230818215164,0.0339
424,0.5883497368347209,0.025554939574053477,0.0407
425,0.5883497368347209,0.025554939574053477,0.0326
426,-0.5920408060522021,-0.5773323197679068,0.0294
427,-0.5920408060522021,-0.5773323197679068,0.0282
428,-0.4142427503756322,2.4389031487642647,0.0295
429,-0.4142427503756322,2.4389031487642647,0.0323
430,0.15672346190944406,-1.2218402801081787,0.025
431,0.15672346190944406,-1.2218402801081787,0.0246
432,0.18374340074821624,-1.2162203347564635,0.0401
433,0.18374340074821624,-1.2162203347564635,0.0294
434,1.7917653879549889,0.1139187003954878,0.0382
435,1.7917653879549889,0.1139187003954878,0.033
436,-0.06764399565070228,-0.685730775530064,0.0323
437,-0.06764399565070228,-0.685730775530064,0.0294
438,2.931553398878294,-0.07071277760131088,0.0297
439,2.931553398878294,-0.07071277760131088,0.0284
440,2.792046134943957,2.6555531299998667,0.0369
441,2.792046134943957,2.6555531299998667,0.0316
442,1.1853359987181504,-0.7278708356489454,0.0264
443,1.1853359987181504,-0.7278708356489454,0.0291
444,1.189536030107132,-0.6851239108816709,0.0246
445,1.189536030107132,-0.6851239108816709,0.0335
446,0.3797808330030665,0.6382217311176688,0.0308
447,0.3797808330030665,0.6382217311176688,0.0405
448,-0.27702206916737016,-1.1461714535050467,0.0291
449,-0.27702206916737016,-1.1461714535050467,0.0301
450,1.11274247369595,-0.23760502943599274,0.0384
451,1.11274247369595,-0.23760502943599274,0.0328
452,1.2376936929809,-0.3790852430507903,0.0345
453,1.2376936929809,-0.3790852430507903,0.0288
454,4.473569277758448,-0.956359510727168,0.0356
455,4.473569277758448,-0.956359510727168,0.0321
456,2.400342947763709,1.1235837131765614,0.0231
457,2.400342947763709,1.1235837131765614,0.0279
458,1.9212714175299745,0.2528826945146804,0.0225
459,1.9212714175299745,0.2528826945146804,0.0292
460,2.6490909240112486,-0.4537110199552918,0.0312
461,2.6490909240112486,-0.4537110199552918,0.0305
462,2.2679691745948967,-3.419747469179434,0.029
463,2.2679691745948967,-3.419747469179434,0.0315
464,2.8572298104399763,-1.130659713053427,0.0281
465,2.8572298104399763,-1.130659713053427,0.0318
466,1.466430424212578,2.172734890465735,0.0308
467,1.466430424212578,2.172734890465735,0.0359
468,3.2275182830389832,-0.2018156134721705,0.0313
469,3.2275182830389832,-0.2018156134721705,0.0338
470,1.8021772139432266,-2.5945302564715593,0.0313
471,1.8021772139432266,-2.5945302564715593,0.0368
472,3.696178955353911,0.952462703887134,0.0384
473,3.696178955353911,0.952462703887134,0.0345
474,3.6306058475869145,2.0617966637561485,0.0228
475,3.6306058475869145,2.0617966637561485,0.0241
476,7.529516504483257,1.866802774593118,0.034
477,7.529516504483257,1.866802774593118,0.0451
478,3.1850510010936177,4.265625803379747,0.0314
479,3.1850510010936177,4.265625803379747,0.0332
480,5.048733252791541,2.9851767956875745,0.0341
481,5.048733252791541,2.9851767956875745,0.0335
482,6.225876301135059,6.327602444426995,0.0338
483,6.225876301135059,6.327602444426995,0.0232
484,2.572642586798948,0.45617622112765277,0.0392
485,2.572642586798948,0.45617622112765277,0.0322
486,3.176503141271675,0.45728612785975953,0.04
487,3.176503141271675,0.45728612785975953,0.0297
488,1.2189732129117872,4.279221087742245,0.0417
489,1.2189732129117872,4.279221087742245,0.0389
490,2.1008906808482504,1.8775187029104585,0.0298
491,2.1008906808482504,1.8775187029104585,0.0202
492,3.1489024931798384,2.286197299538212,0.031
493,3.1489024931798384,2.286197299538212,0.0315
494,5.448629943173013,0.8016426130538115,0.0339
495,5.448629943173013,0.8016426130538115,0.0383
496,2.6165848968112178,2.2644310848637224,0.041
497,2.6165848968112178,2.2644310848637224,0.0422
498,2.759939322363571,-1.1224083939533187,0.0313
499,2.759939322363571,-1.1224083939533187,0.0313
500,1.3485334351154583,3.5874887919706113,0.0431
501,1.3485334351154583,3.5874887919706113,0.0436
502,3.395434089228361,1.864770530907613,0.0278
503,3.395434089228361,1.864770530907613,0.0302
504,-1.2985438602447736,2.027659654084113,0.0283
505,-1.2985438602447736,2.027659654084113,0.0182
506,-2.6043913974236164,1.3377128053286287,0.0213
507,-2.6043913974236164,1.3377128053286287,0.0254
508,-3.630084684472484,0.1444356548207754,0.0283
509,-3.630084684472484,0.1444356548207754,0.026
510,-3.948612419866614,1.253660655866613,0.0259
511,-3.948612419866614,1.253660655866613,0.0173
512,-3.228583954099989,0.4253106309612618,0.0225
513,-3.228583954099989,0.4253106309612618,0.0232
514,-2.1581360921970183,1.5233952540872446,0.0326
515,-2.1581360921970183,1.5233952540872446,0.029
516,-2.7527221434692173,0.8239232919422143,0.0209
517,-2.7527221434692173,0.8239232919422143,0.0278
518,-2.583466667516732,0.43254588361738944,0.0386
519,-2.583466667516732,0.43254588361738944,0.0231
520,-4.266147244352016,0.4867167204961107,0.0252
521,-4.266147244352016,0.4867167204961107,0.0225
522,-4.042533890360997,0.6833669049392022,0.0269
523,-4.042533890360997,0.6833669049392022,0.0194
524,-1.7256642146230394,-0.4118868282042398,0.0187
525,-1.7256642146230394,-0.4118868282042398,0.025
526,-2.284710308106816,-0.14319763404138633,0.0187
527,-2.284710308106816,-0.14319763404138633,0.0231
528,-1.952279048007284,-0.7964370862100654,0.0302
529,-1.952279048007284,-0.7964370862100654,0.021
530,-3.436750960296633,0.11777155964954568,0.0236
531,-3.436750960296633,0.11777155964954568,0.0182
532,-2.018906225743039,-0.5062444696885346,0.0227
533,-2.018906225743039,-0.5062444696885346,0.0232
534,-2.609510978360751,-0.29479837500713835,0.0183
535,-2.609510978360751,-0.29479837500713835,0.0188
536,-1.207890219687443,-0.14509287960075476,0.0246
537,-1.207890219687443,-0.14509287960075476,0.0188
538,-1.940641726142388,-1.3494494474664993,0.0272
539,-1.940641726142388,-1.3494494474664993,0.0164
540,-3.1110841972005465,-0.2139634406808508,0.0239
541,-3.1110841972005465,-0.2139634406808508,0.0204
542,-3.413015118698681,0.31627160142387845,0.0217
543,-3.413015118698681,0.31627160142387845,0.019
544,1.2341485480030827,-1.9936394741816634,0.0169
545,1.2341485480030827,-1.9936394741816634,0.0218
