,0
rms_mean,0.002117547646691756
spectral_centroid_mean,0.0002504616887241655
spectral_bandwidth_mean,0.0008681057368844122
zero_crossing_rate_mean,-0.0012110232477227127
rolloff_mean,-0.00032518956079799255
